x,y,z
-119.9153925,-70.66375832,0
-57.77506506,-59.85954256,2412.453328
185.375752,91.37892017,6265.230804
170.717723,295.9816517,10021.78036
167.6856007,-316.2238529,11808.86795
219.6150688,-1626.63965,12004.58271
171.3148549,-3502.902472,12087.7
146.2686464,-5487.6247,12139.17079
131.3966601,-6428.747209,12243.96918
94.01874796,-7496.214617,12290.09584
